nome,preco,oferta,gramagem,categoria,data_ini,data_fim,date_source,supermarket,tablode_source,marca,produto,data_ini_format,data_fim_format,date_source_format
Papel Higiênico Folha Dupla Neve Neutro,29.9,Leve 12 Pague 11,20m,Higiene Pessoal,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/f0f33f76a2e03aa554e562a0c1e71f77a9ad6b7d.webp,neve,papel higiênico folha dupla neutro,2024-09-16 00:00:00,2024-09-20,2024-10-09
Saco para Lixo Embalixo Econômico,13.9,,100L - 25 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/f0f33f76a2e03aa554e562a0c1e71f77a9ad6b7d.webp,embalixo,saco para lixo econômico,2024-09-16 00:00:00,2024-09-20,2024-10-09
Saco para Lixo Super Econômico Embalixo,3.99,,50L - 10 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/f0f33f76a2e03aa554e562a0c1e71f77a9ad6b7d.webp,embalixo,saco para lixo super econômico,2024-09-16 00:00:00,2024-09-20,2024-10-09
Saco para Lixo de Banheiro Embalixo,4.89,,5L - 80 unidades,Limpeza,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/f0f33f76a2e03aa554e562a0c1e71f77a9ad6b7d.webp,embalixo,saco para lixo de banheiro,2024-09-16 00:00:00,2024-09-20,2024-10-09
"Saco para Freezer, Geladeira e Microondas Embalfreezer",3.99,,3L - 100 unidades,Utensílios Domésticos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/f0f33f76a2e03aa554e562a0c1e71f77a9ad6b7d.webp,embalfreezer,"saco para freezer, geladeira e microondas",2024-09-16 00:00:00,2024-09-20,2024-10-09
"Saco para Freezer, Geladeira e Microondas Embalfreezer",5.59,,5L - 100 unidades,Utensílios Domésticos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/f0f33f76a2e03aa554e562a0c1e71f77a9ad6b7d.webp,embalfreezer,"saco para freezer, geladeira e microondas",2024-09-16 00:00:00,2024-09-20,2024-10-09
Lava roupas em pó primavera tixan ypê,14.99,17.8,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,primavera tixan ypê,lava roupas em pó,2023-09-30 00:00:00,2023-10-03,2024-10-09
Limpador multiuso ypê,3.79,4.99,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,ypê,limpador multiuso,2023-09-30 00:00:00,2023-10-03,2024-10-09
Desinfetante kalipto ypê,1.99,2.55,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,kalipto ypê,desinfetante,2023-09-30 00:00:00,2023-10-03,2024-10-09
Desinfetante bak ypê,7.99,9.8,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,bak ypê,desinfetante,2023-09-30 00:00:00,2023-10-03,2024-10-09
Alvejante vanish tipos,8.99,12.3,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,vanish,alvejante tipos,2023-09-30 00:00:00,2023-10-03,2024-10-09
Lâmpada de led bulbo elgin,4.59,5.4,,Iluminação,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,elgin,lâmpada de led bulbo,2023-09-30 00:00:00,2023-10-03,2024-10-09
Vassoura com cabo dentro e fora alklin,11.99,15.9,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,alklin,vassoura com cabo dentro e fora,2023-09-30 00:00:00,2023-10-03,2024-10-09
Mop com balde compacto brilhus betanin,59.9,79.9,,Limpeza,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,brilhus betanin,mop com balde compacto,2023-09-30 00:00:00,2023-10-03,2024-10-09
Toalha banho dynamos plus camesa sortida,44.9,54.6,,Cama e Banho,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,camesa,toalha banho dynamos plus sortida,2023-09-30 00:00:00,2023-10-03,2024-10-09
Jogo de cama microfibra casal duplo camesa,59.9,69.0,,Cama e Banho,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,microfibra,jogo de cama casal duplo camesa,2023-09-30 00:00:00,2023-10-03,2024-10-09
Banqueta nesca branca,12.9,21.9,,Móveis,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,,Banqueta nesca branca,2023-09-30 00:00:00,2023-10-03,2024-10-09
preta plastek,12.9,21.9,,Móveis,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,plastek,preta,2023-09-30 00:00:00,2023-10-03,2024-10-09
Caixa térmica for plast,69.9,79.9,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,for plast,caixa térmica,2023-09-30 00:00:00,2023-10-03,2024-10-09
Folha de alumínio pratsy,1.99,2.95,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,pratsy,folha de alumínio,2023-09-30 00:00:00,2023-10-03,2024-10-09
Filme de pvc guarufilme,2.45,3.25,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,guarufilme,filme de pvc,2023-09-30 00:00:00,2023-10-03,2024-10-09
Guardanapo grand hotel scott,3.99,5.35,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,grand hotel scott,guardanapo,2023-09-30 00:00:00,2023-10-03,2024-10-09
Fritadeira elétrica gourmet black philco,349.0,409.0,,Eletrodomésticos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,philco,fritadeira elétrica gourmet black,2023-09-30 00:00:00,2023-10-03,2024-10-09
Papel manteiga wyda,4.99,5.99,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,wyda,papel manteiga,2023-09-30 00:00:00,2023-10-03,2024-10-09
Protetor de alumínio para fogão wyda,5.95,7.09,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,wyda,protetor de alumínio para fogão,2023-09-30 00:00:00,2023-10-03,2024-10-09
Saco para micro-ondas freezer lafra rom roll,6.69,7.99,,Utilidades Domésticas,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,lafra rom roll,saco para micro-ondas freezer,2023-09-30 00:00:00,2023-10-03,2024-10-09
Sandália elegance havaianas cores,19.9,24.9,,Calçados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/5bb1e923f1297f6241c282a4f3ea8b840e490c5d.webp,havaianas,sandália elegance cores,2023-09-30 00:00:00,2023-10-03,2024-10-09
Sabonete Johnson's,1.99,True,90g,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,johnson's,sabonete,2024-09-26 00:00:00,2024-09-29,2024-10-09
Hastes flexíveis Johnson's,4.99,True,75 unidades,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,johnson's,hastes flexíveis,2024-09-26 00:00:00,2024-09-29,2024-10-09
Enxaguante bucal Listerine,13.9,True,250ml,Higiene bucal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,listerine,enxaguante bucal,2024-09-26 00:00:00,2024-09-29,2024-10-09
Escova dental Oral-B,18.9,True,2 unidades,Higiene bucal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,oral-b,escova dental,2024-09-26 00:00:00,2024-09-29,2024-10-09
Aparelho Prestobarba 3 Gillette,19.9,True,2 unidades,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,gillette,aparelho prestobarba 3,2024-09-26 00:00:00,2024-09-29,2024-10-09
Absorvente Always,12.9,True,32 unidades,Higiene feminina,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,always,absorvente,2024-09-26 00:00:00,2024-09-29,2024-10-09
Aparelho de depilação Venus,19.9,True,2 unidades,Higiene feminina,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,venus,aparelho de depilação,2024-09-26 00:00:00,2024-09-29,2024-10-09
Fralda descartável Huggies,39.9,True,52 unidades,Higiene infantil,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,huggies,fralda descartável,2024-09-26 00:00:00,2024-09-29,2024-10-09
Amaciante concentrado Downy,22.9,True,1.5L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,downy,amaciante concentrado,2024-09-26 00:00:00,2024-09-29,2024-10-09
Lava roupas líquido Ariel,32.9,True,3L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,ariel,lava roupas líquido,2024-09-26 00:00:00,2024-09-29,2024-10-09
Lava roupas em pó Minuano,14.7,True,1.6kg,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,minuano,lava roupas em pó,2024-09-26 00:00:00,2024-09-29,2024-10-09
Kit alvejante Vanish,29.9,True,2x1.5L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,vanish,kit alvejante,2024-09-26 00:00:00,2024-09-29,2024-10-09
Desinfetante Urca,3.95,True,2L,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,urca,desinfetante,2024-09-26 00:00:00,2024-09-29,2024-10-09
Inseticida aerossol SBP,14.9,True,300ml,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,sol,inseticida aeros sbp,2024-09-26 00:00:00,2024-09-29,2024-10-09
Papel higiênico Neve,21.7,True,12 rolos,Higiene pessoal,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,neve,papel higiênico,2024-09-26 00:00:00,2024-09-29,2024-10-09
Alimento para cães VittaMax,69.0,True,10.1kg,Pet,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,vittamax,alimento para cães,2024-09-26 00:00:00,2024-09-29,2024-10-09
Ração para gatos Whiskas,139.0,True,10.1kg,Pet,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,whiskas,ração para gatos,2024-09-26 00:00:00,2024-09-29,2024-10-09
Saco para lixo Gol,7.9,True,50 unidades,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,gol,saco para lixo,2024-09-26 00:00:00,2024-09-29,2024-10-09
Esponja multiuso Scotch-Brite,4.99,True,4 unidades,Limpeza doméstica,2024-09-26,2024-09-29,2024_10_09,assai,imagens_assai/e6a5070a8d61e3f78037b1ed5193479b8ea9d8f6.webp,scotch-brite,esponja multiuso,2024-09-26 00:00:00,2024-09-29,2024-10-09
Costela do traseiro bovina reserva,15.9,Melhor Negócio,1 kg,Carnes,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,reserva,costela do traseiro bovina,2023-09-30 00:00:00,2023-10-03,2024-10-09
Picanha bovina resfriada Friboi,49.9,,1 kg,Carnes,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,friboi,picanha bovina resfriada,2023-09-30 00:00:00,2023-10-03,2024-10-09
Linguiça suína para churrasco congelada Aurora,11.9,,1 kg,Embutidos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,churrasco,linguiça suína para congelada aurora,2023-09-30 00:00:00,2023-10-03,2024-10-09
Filezinho sassami de frango congelado Sadia,15.9,,1 kg,Aves,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,sadia,filezinho sassami de frango congelado,2023-09-30 00:00:00,2023-10-03,2024-10-09
Coxinha das asas de frango congeladas Aurora,9.49,,1 kg,Aves,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,aurora,coxinha das asas de frango congeladas,2023-09-30 00:00:00,2023-10-03,2024-10-09
Lasanha congelada Sadia,13.79,,600g,Pratos Prontos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,sadia,lasanha congelada,2023-09-30 00:00:00,2023-10-03,2024-10-09
Queijo tipo muçarela fatiado Italac,17.9,,400g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,italac,queijo tipo muçarela fatiado,2023-09-30 00:00:00,2023-10-03,2024-10-09
Pão de forma tradicional Pullman,6.99,,450g,Padaria,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,pullman,pão de forma tradicional,2023-09-30 00:00:00,2023-10-03,2024-10-09
Requeijão cremoso tradicional Itambé,6.75,,200g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,itambé,requeijão cremoso tradicional,2023-09-30 00:00:00,2023-10-03,2024-10-09
Leite fermentado Chamyto Nestlé,5.99,,450g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,chamyto nestlé,leite fermentado,2023-09-30 00:00:00,2023-10-03,2024-10-09
Iogurte líquido Batavo sabores,9.9,,1150g,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,batavo,iogurte líquido sabores,2023-09-30 00:00:00,2023-10-03,2024-10-09
Presunto cozido sem capa de gordura Perdigão,17.9,,1 kg,Frios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,perdigão,presunto cozido sem capa de gordura,2023-09-30 00:00:00,2023-10-03,2024-10-09
Linguiça tipo calabresa defumada Excelsior,42.9,,2.5 kg,Embutidos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,excelsior,linguiça tipo calabresa defumada,2023-09-30 00:00:00,2023-10-03,2024-10-09
Linguiça suína para churrasco congelada Aurora,68.9,,5 kg,Embutidos,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,churrasco,linguiça suína para congelada aurora,2023-09-30 00:00:00,2023-10-03,2024-10-09
Batata palito congelada Chic Bem Brasil,23.9,,2 kg,Congelados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,chic bem brasil,batata palito congelada,2023-09-30 00:00:00,2023-10-03,2024-10-09
Mini chicken tradicional,49.9,,3 kg,Congelados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,,Mini chicken tradicional,2023-09-30 00:00:00,2023-10-03,2024-10-09
sabor queijo Perdigão,49.9,,3 kg,Congelados,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,perdigão,sabor queijo,2023-09-30 00:00:00,2023-10-03,2024-10-09
Bacon em cubos congelado Perdigão,25.9,,1 kg,Frios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,perdigão,bacon em cubos congelado,2023-09-30 00:00:00,2023-10-03,2024-10-09
Queijo muçarela Vinilac,35.9,Melhor Negócio,1 kg,Laticínios,30/09/2023,03/10/2023,2024_10_09,assai,imagens_assai/444_57f95a9916.webp,vinilac,queijo muçarela,2023-09-30 00:00:00,2023-10-03,2024-10-09
LEITE LONGA VIDA UHT INTEGRAL OU DESNATADO ITALAC,4.99,True,1L,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,italac,leite longa vida uht integral ou desnatado,2024-09-16 00:00:00,2024-09-19,2024-10-09
LEITE EM PÓ DESNATADO MOLICO NESTLÉ,16.9,True,280g,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,molico nestlé,leite em pó desnatado,2024-09-16 00:00:00,2024-09-19,2024-10-09
FLOCÃO DE MILHO VITAMILHO,1.39,True,500g,Cereais,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,vitamilho,flocão de milho,2024-09-16 00:00:00,2024-09-19,2024-10-09
AZEITE DE OLIVA EXTRAVIRGEM LA VIOLETERA,38.9,True,500ml,Óleos e Azeites,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,la violetera,azeite de oliva extravirgem,2024-09-16 00:00:00,2024-09-19,2024-10-09
BISCOITO RECHEADO TRELOSO SABORES,1.89,True,120g,Biscoitos,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,treloso,biscoito recheado sabores,2024-09-16 00:00:00,2024-09-19,2024-10-09
BEBIDA LÁCTEA UHT SABOR CHOCOLATE CHOCOMILK,0.95,True,200ml,Bebidas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,chocomilk,bebida láctea uht sabor chocolate,2024-09-16 00:00:00,2024-09-19,2024-10-09
CONHAQUE DOMUS,17.89,True,965ml,Bebidas Alcoólicas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,domus,conhaque,2024-09-16 00:00:00,2024-09-19,2024-10-09
VODKA NATASHA,18.9,True,1L,Bebidas Alcoólicas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,natasha,vodka,2024-09-16 00:00:00,2024-09-19,2024-10-09
REFRIGERANTE REFRI INDAIÁ SABORES,0.89,True,2L,Bebidas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,indaiá,refrigerante refri sabores,2024-09-16 00:00:00,2024-09-19,2024-10-09
PAPEL HIGIÊNICO FOLHA DUPLA PERSONAL VIP,14.9,True,12 rolos,Higiene,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,personal vip,papel higiênico folha dupla,2024-09-16 00:00:00,2024-09-19,2024-10-09
FRALDA DESCARTÁVEL HUGGIES,25.9,True,24 unidades,Higiene,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,huggies,fralda descartável,2024-09-16 00:00:00,2024-09-19,2024-10-09
INSETICIDA AEROSSOL SBP TIPOS,12.99,True,300ml,Limpeza,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,tipos,inseticida aerossol sbp,2024-09-16 00:00:00,2024-09-19,2024-10-09
AÇÚCAR CRISTAL OU REFINADO CHEEF,3.59,True,1kg,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,cristal,açúcar ou refinado cheef,2024-09-16 00:00:00,2024-09-19,2024-10-09
ARROZ PARBOLIZADO TIPO 2 POP,5.39,True,1kg,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,liza,arroz parbodo tipo 2 pop,2024-09-16 00:00:00,2024-09-19,2024-10-09
FRANGO CONGELADO AVIGRO OU AVIGRAN,7.79,True,1kg,Carnes,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,avigro ou avigran,frango congelado,2024-09-16 00:00:00,2024-09-19,2024-10-09
FEIJÃO CARIOCA TIPO 1 SEMPRE VERDE,5.39,True,1kg,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,sempre verde,feijão carioca tipo 1,2024-09-16 00:00:00,2024-09-19,2024-10-09
ÁGUA MINERAL COM GÁS SANTA JOANA,0.99,True,500ml,Bebidas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,santa joana,água mineral com gás,2024-09-16 00:00:00,2024-09-19,2024-10-09
CERVEJA PILSEN OU UNFILTERED EISENBAHN,4.49,True,350ml,Bebidas Alcoólicas,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,eisenbahn,cerveja pilsen ou unfiltered,2024-09-16 00:00:00,2024-09-19,2024-10-09
MARGARINA CREMOSA COM SAL DELINE,4.89,True,500g,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,deline,margarina cremosa com sal,2024-09-16 00:00:00,2024-09-19,2024-10-09
MACARRÃO INSTANTÂNEO LAMEN VITARELLA SABORES,1.09,True,85g,Mercearia,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,vitarella,macarrão instantâneo lamen sabores,2024-09-16 00:00:00,2024-09-19,2024-10-09
IOGURTE POLPA 3 SABORES NINHO NESTLÉ,5.99,True,540g,Laticínios,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,ninho nestlé,iogurte polpa 3 sabores,2024-09-16 00:00:00,2024-09-19,2024-10-09
MAIONESE JULIETA,1.35,True,200g,Condimentos,2024-09-16,2024-09-19,2024_10_09,assai,imagens_assai/5fb569e034d545ee87b1e55fe2fd1dc983e00cea.webp,julieta,maionese,2024-09-16 00:00:00,2024-09-19,2024-10-09
BISCOITO AO LEITE CHOCO BISCUIT BAUDUCCO,4.99,True,80g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,biscoito ao leite choco biscuit,2024-09-16 00:00:00,2024-09-20,2024-10-09
BISCOITO COOKIES ORIGINAL BAUDUCCO,3.19,True,100g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,biscoito cookies original,2024-09-16 00:00:00,2024-09-20,2024-10-09
BISCOITO WAFER BAUDUCCO SABORES,2.39,True,140g,Biscoitos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,biscoito wafer sabores,2024-09-16 00:00:00,2024-09-20,2024-10-09
TORRADA BAUDUCCO TIPOS,6.39,True,160g,Torradas,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,torrada tipos,2024-09-16 00:00:00,2024-09-20,2024-10-09
BOLINHO DUO BAUDUCCO,0.99,True,27g,Bolinhos,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,bauducco,bolinho duo,2024-09-16 00:00:00,2024-09-20,2024-10-09
BOMBONS FERRERO ROCHER,29.9,True,150g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,ferrero rocher,bombons,2024-09-16 00:00:00,2024-09-20,2024-10-09
BOMBONS RAFFAELLO,21.9,True,150g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,raffaello,bombons,2024-09-16 00:00:00,2024-09-20,2024-10-09
OVO DE CHOCOLATE KINDER OVO SURPRESA,13.9,True,40g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,kinder,ovo de chocolate ovo surpresa,2024-09-16 00:00:00,2024-09-20,2024-10-09
CHOCOLATE KINDER BUENO,16.9,True,129g,Chocolates,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,kinder bueno,chocolate,2024-09-16 00:00:00,2024-09-20,2024-10-09
CREME DE AVELA NUTELLA,21.9,True,350g,Cremes,16/09/2024,20/09/2024,2024_10_09,assai,imagens_assai/8b4142ed13bc481c90b14c57a15250e5b8df0ffa.webp,nutella,creme de avela,2024-09-16 00:00:00,2024-09-20,2024-10-09
