nome,preco,oferta,gramagem,categoria,data_ini,data_fim,source,date,supermarket,tablode_link,supermarket_latitude,supermarket_longitude
Achocolatado líquido Toddynho,1.99,,200 ml,Bebidas,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Chips de queijo,4.79,,100 g,Snacks,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Donut,6.59,,70 g,Padaria,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Torrada Bauducco,3.99,,142 g,Padaria,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Geleia Queensberry,23.59,20% de desconto,320 g,Mercearia,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Requeijão cremoso Tirolez,7.49,,200 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Manteiga Tirolez,13.99,,200 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Margarina cremosa Qualy,7.49,,500 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Queijo muçarela ou prato Itambé,9.9,,150 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Presunto Perdigão,8.99,,200 g,Frios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Mortadela fina Qualitá,4.99,20% com o cartão,180 g,Frios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Queijo minas frescal Polenghi,18.9,,400 g,Laticínios,19/9/2024,2/10/2024,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2.jpg,,
Cereal Nescau Nestlé,4.86,Leve 3 Pague 2,120g,Cereais,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Café torrado e moído Melitta,19.99,,500g,Café,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Achocolatado Nescau,1.99,,180ml,Bebidas,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Pão de queijo empanado Divina,5.69,,100g,Padaria,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Sonho com creme de baunilha,5.69,,100g,Padaria,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Biscoito Marilan,5.49,,350g,Biscoitos,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Biscoito Calypso Nestlé,6.74,50% de desconto na 2ª unidade,130g,Biscoitos,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Torrada Adria,3.99,Leve 3 Pague 2,142g,Padaria,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Geleia Queensberry,23.59,20% de desconto,320g,Geleias,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Cream cheese Philadelphia,10.99,,150g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Requeijão cremoso Danone,7.99,,200g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Manteiga Aviação,14.99,,200g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Margarina cremosa Delícia,6.99,,500g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Queijo muçarela ou prato fatiado Tirolez,9.9,,150g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Presunto Perdigão,9.99,,200g,Frios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Batata AirFryer McCain,17.99,,600g,Congelados,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
Queijo minas frescal Aviação,17.9,,400g,Laticínios,2024-09-05,2024-09-18,https://folhetos.paodeacucar.com/minuto/pubs/sv00050541_pa_semanal_minuto_sp/files/large/,2024_09_21,Pão de açucar,imagens_paodeacucar/2_old.jpg,,
